Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Button/Name/MegalithCutterBeam;Megalith Cutter Beam;Луч разрезателя мегалита;Megalith-Schneidstrahl;Haz cortador de megalito;Megalito - Rayo cortante;Mégalithe - Rayon découpeur;Megalite - Raggio Trinciatore;메가리스 절단 광선;Megalit, Promień tnący;Feixe de Corte de Megalito;麦加利斯切割光束;碩像儀 - 切割光束
Button/Name/MegalithCutterDock;Megalith dock with Cybros Lock;Взаимодействие «Мегалита» с узлом «Киброса»;Megalith dockt an Cybros-Schloss an;Acoplamiento de megalito con cierre de Cybros;Acople de megalito con bloqueo de Cybros;Socle de mégalithe avec verrou de Cybros;Attracco Megalite con Dispositivo della Cybros;메가리스 사이브로스에 정차 잠금;Stacja megalitu z blokadą Cybrosa;Estaleiro Megalito com Trava de Cybros;Megalith dock with Cybros Lock;碩像儀進入賽博洛斯靜滯封鎖裝置
Button/Name/MengskUnits;Train Elite Unit;Обучить элитную единицу;Eliteeinheit ausbilden;Entrenar unidad de élite;Entrenar unidad de élite;Former une unité d’élite;Addestra unità d'élite;정예 유닛 훈련;Wyszkol elitarną jednostkę;Treinar Unidade de Elite;训练精英单位;訓練精英單位
Button/Name/MercCompound;Build Merc Compound;Построить притон наемников;Söldnerquartier bauen;Construir recinto de mercenarios;Construir Complejo de mercenarios;Construire une planque des mercenaires;Costruisci Base dei mercenari;용병 집결소 건설;Postaw bazę najemników;Construir Complexo mercenário;建造佣兵营地;建造傭兵基地
Button/Name/MercHellion;Outback Hunter;Охотник Пустошей;Outback Hunter;Cazador del Baldío;Cazador del desierto;Boucaniers;Cacciatore dell'entroterra;황야의 사냥꾼;Łowca Pustkowi;Caçador Sertanejo;内陆猎手;邊疆獵人
Button/Name/MercMedic;Skibi's Angel;Ангел Скиби;Schwestern ohne Grenzen;Ángel de Skibi;Ángel de Skibi;Les Anges de Skibi;Angelo di Skibi;스키비의 천사;Aniołek Skibiego;Anjo de Skibi;史克比的天使;絲奇比天使
Button/Name/MercMedicHeal;Greater Heal;Улучшенное лечение;Erhöhte Heilung | Größere Heilung;Pozo gravitatorio;Curación mayor;Soins supérieurs;Cura superiore;상급 치료;Intensywne leczenie | Lepsze leczenie;Cura Maior;强效治疗;強效治療
Button/Name/MercMedicHealToggle;Super Heal;Эффективное лечение;Superheilung;Supersanación;Supercuración;Super soins;Cura superiore;강력한 치료;Superleczenie;Super Cura;超级治疗;超級治療
Button/Name/MercReaper;Death Head;Безбашенный;Vergelter;Cabeza de la muerte;Calavera;Tête de mort;Testa di morto;죽음의 머리;Trupia Czacha;Cabeça da Morte;死神之首;鬼面部隊
Button/Name/MercUnits;Merc Units;Войска наемников;Söldnereinheiten;Unidades mercenarias;Unidades mercenarias;Unités mercenaires;Unità mercenarie;용병 유닛;Najemne – Jednostki;Unidades Mercenárias;雇佣单位;傭兵單位
Button/Name/MercVulture;Confederate Condors;Кондоры Конфедерации;Kondore der Konföderation;Cóndores confederados;Cóndores confederados;Condors confédérés;Condor confederati;연합 콘도르;Kondory Konfederacji;Condores Confederados;联邦神鹰;聯邦神鷹
Button/Name/MetabolicAcceleration;Metabolic Acceleration;Ускоренное развитие;Metabolismusbeschleunigung;Aceleración metabólica;Aceleración metabólica;Accélération métabolique;Accelerazione metabolica;신진대사 가속;Przyspieszenie metaboliczne;Aceleração Metabólica;加速代谢;提高代謝
Button/Name/MicroBot;Sentry Bot;Охранный робот;Wächterbot;Robot centinela;Centibot;Robot sentinelle;Costruisci Droide sentinella;경비로봇;Robot wartowniczy;Robô-sentinela;警戒机器人;哨兵機器人
Button/Name/MicroFiltering;Micro-Filtering;Микрофильтрация;Mikrofilterung;Microfiltrado;Microfiltrado;Micro-filtrage;Microfiltraggio;미세 여과 장치;Mikro-filtrowanie;Microfiltragem;微型过滤;微過濾系統
Button/Name/MindBlast;Mindblast;Взрыв мозга;Hirnexplosion;Explosión mental;Estallido mental;Éruption mentale;Esplosione mentale;정신 폭발;Wybuch Umysłu;Explosão mental;心灵震爆;心靈震爆
Button/Name/MindControl;Mind Control;Подчинение;Gedankenkontrolle;Control mental;Control mental;Contrôle mental;Controllo mentale;정신 제어;Kontrola umysłu;Controle mental;精神控制;心靈控制
Button/Name/MindSiphon;Mind Siphon;Поток разума;Geistsauger;Succión mental;Extractor mental;Siphon mental;Sifone mentale;정신 흡수;Wyssanie umysłu;Sifão Mental;心灵虹吸;心靈吸收
Button/Name/MindSplatter;Mind Splatter;Взрыв мозга;Hirnexplosion;Salpicadura mental;Estallido mental;Éruption mentale;Schianto mentale;정신 부수기;Roztrzaskanie umysłu;Respingo de mente;心灵干扰;心靈爆破
Button/Name/MineralCrystal;Mineral Crystal;Груз минералов;Mineralienkristall;Cristal mineral;Cristal mineral;Cristal de minerai;Cristallo minerale;광물 수정;Kryształ minerału;Cristal de minério;矿物晶体;晶礦水晶
Button/Name/MinionFrenzy;Minion Frenzy;Бешенство саранчидов;Raserei der Diener;Frenesí de esclavo;Frenesí de esbirros;Frénésie de serviteur;Frenesia del servitore;졸개 광란;Stwór - szał;Frenesi Servil;爪牙狂暴;部下狂怒
Button/Name/MissileBarrage;Missile Barrage;Ракетное заграждение;Raketen-Sperrfeuer;Descarga de misil;Andanada de misiles;Barrage de missiles;Sbarramento missilistico;연발 미사일;Ogień zaporowy;Barragem de mísseis;飞弹弹幕;飛彈齊射
Button/Name/MissilePods;Missile Pods;Ракетные модули;Raketenbatterien;Cápsulas de misiles;Cápsulas de misiles;Silos à missiles;Batterie di missili;미사일 포;Wyrzutnie rakiet;Lança-mísseis;飞弹舱;飛彈艙
Button/Name/MissileShooterBurst1;Missile Shooter Burst1;Метатель снарядов - залп 1;Geschossverschießer - Explosion1;Missile Shooter Burst1;Misil - Disparador - Ráfaga 1;Tireur de missiles - Explosion - 1;Cannoniere - Missile - Esplosione 1;미사일 발사자 폭발 1;Miotacz pocisków, Wybuch1;Disparador de Mísseis Rajada1;Missile Shooter Burst1;
Button/Name/MissileShooterBurst2;Missile Shooter Burst2;Метатель снарядов - залп 2;Geschossverschießer - Explosion2;Missile Shooter Burst2;Misil - Disparador - Ráfaga 2;Tireur de missiles - Explosion - 2;Cannoniere - Missile - Esplosione 2;미사일 발사자 폭발 2;Miotacz pocisków, Wybuch2;Disparador de Mísseis Rajada2;Missile Shooter Burst2;
Button/Name/MissileShooterBurst3;Missile Shooter Burst3;Метатель снарядов - залп 3;Geschossverschießer - Explosion3;Missile Shooter Burst3;Misil - Disparador - Ráfaga 3;Tireur de missiles - Explosion - 3;Cannoniere - Missile - Esplosione 3;미사일 발사자 폭발 3;Miotacz pocisków, Wybuch3;Disparador de Mísseis Rajada3;Missile Shooter Burst3;
Button/Name/MissileShooterBurst4;Missile Shooter Burst4;Метатель снарядов - залп 4;Geschossverschießer - Explosion4;Missile Shooter Burst4;Misil - Disparador - Ráfaga 4;Tireur de missiles - Explosion - 4;Cannoniere - Missile - Esplosione 4;미사일 발사자 폭발 4;Miotacz pocisków, Wybuch4;Disparador de Mísseis Rajada4;Missile Shooter Burst4;
Button/Name/MissileShooterBurst5;Missile Shooter Burst5;Метатель снарядов - залп 5;Geschossverschießer - Explosion5;Missile Shooter Burst5;Misil - Disparador - Ráfaga 5;Tireur de missiles - Explosion - 5;Cannoniere - Missile - Esplosione 5;미사일 발사자 폭발 5;Miotacz pocisków, Wybuch5;Disparador de Mísseis Rajada5;Missile Shooter Burst5;
Button/Name/MissileShooterBurst6;Missile Shooter Burst6;Метатель снарядов - залп 6;Geschossverschießer - Explosion6;Missile Shooter Burst6;Misil - Disparador - Ráfaga 6;Tireur de missiles - Explosion - 6;Cannoniere - Missile - Esplosione 6;미사일 발사자 폭발 6;Miotacz pocisków, Wybuch6;Disparador de Mísseis Rajada6;Missile Shooter Burst6;
Button/Name/MissileShooterChannel1;MissileShooter Channel 1;Метатель снарядов - поддержание способности 1;Geschossverschießer - Kanalisierung 1;MissileShooter Channel 1;Misil - Disparador - Canal 1;Tireur de missiles - Canalisation - 1;Cannoniere - Missile - Incanalamento 1;미사일 발사자 집중 1;MiotaczPocisków Podtrzymywanie 1;Disparador de Mísseis Canalizar 1;MissileShooter Channel 1;
Button/Name/MissileShooterChannel2;MissileShooter Channel 2;Метатель снарядов - поддержание способности 2;Geschossverschießer - Kanalisierung 2;MissileShooter Channel 2;Misil - Disparador - Canal 2;Tireur de missiles - Canalisation - 2;Cannoniere - Missile - Incanalamento 2;미사일 발사자 집중 2;MiotaczPocisków Podtrzymywanie 2;Disparador de Mísseis Canalizar 2;MissileShooter Channel 2;
Button/Name/MissileShooterChannel3;MissileShooter Channel 3;Метатель снарядов - поддержание способности 3;Geschossverschießer - Kanalisierung 3;MissileShooter Channel 3;Misil - Disparador - Canal 3;Tireur de missiles - Canalisation - 3;Cannoniere - Missile - Incanalamento 3;미사일 발사자 집중 3;MiotaczPocisków Podtrzymywanie 3;Disparador de Mísseis Canalizar 3;MissileShooter Channel 3;
Button/Name/MissileShooterChannel4;MissileShooter Channel 4;Метатель снарядов - поддержание способности 4;Geschossverschießer - Kanalisierung 4;MissileShooter Channel 4;Misil - Disparador - Canal 4;Tireur de missiles - Canalisation - 4;Cannoniere - Missile - Incanalamento 4;미사일 발사자 집중 4;MiotaczPocisków Podtrzymywanie 4;Disparador de Mísseis Canalizar 4;MissileShooter Channel 4;
Button/Name/MissileShooterChannel5;MissileShooter Channel 5;Метатель снарядов - поддержание способности 5;Geschossverschießer - Kanalisierung 5;MissileShooter Channel 5;Misil - Disparador - Canal 5;Tireur de missiles - Canalisation - 5;Cannoniere - Missile - Incanalamento 5;미사일 발사자 집중 5;MiotaczPocisków Podtrzymywanie 5;Disparador de Mísseis Canalizar 5;MissileShooter Channel 5;
Button/Name/MissileShooterChannel6;MissileShooter Channel 6;Метатель снарядов - поддержание способности 6;Geschossverschießer - Kanalisierung 6;MissileShooter Channel 6;Misil - Disparador - Canal 6;Tireur de missiles - Canalisation - 6;Cannoniere - Missile - Incanalamento 6;미사일 발사자 집중 6;MiotaczPocisków Podtrzymywanie 6;Disparador de Mísseis Canalizar 6;MissileShooter Channel 6;
Button/Name/MissileShooterChannel7;MissileShooter Channel 7;Метатель снарядов - поддержание способности 7;Geschossverschießer - Kanalisierung 7;MissileShooter Channel 7;Misil - Disparador - Canal 7;Tireur de missiles - Canalisation - 7;Cannoniere - Missile - Incanalamento 7;미사일 발사자 집중 7;MiotaczPocisków Podtrzymywanie 7;Disparador de Mísseis Canalizar 7;MissileShooter Channel 7;
Button/Name/MissileShooterChannel8;MissileShooter Channel 8;Метатель снарядов - поддержание способности 8;Geschossverschießer - Kanalisierung 8;MissileShooter Channel 8;Misil - Disparador - Canal 8;Tireur de missiles - Canalisation - 8;Cannoniere - Missile - Incanalamento 8;미사일 발사자 집중 8;MiotaczPocisków Podtrzymywanie 8;Disparador de Mísseis Canalizar 8;MissileShooter Channel 8;
Button/Name/MissileTurretPassive;Missile Turret;Ракетная турель;Raketenturm;Torreta de misiles;Torreta de misiles;Tourelle lance-missiles;Torretta lanciamissili;미사일 포탑;Wieżyczka przeciwlotnicza;Torre de mísseis;导弹塔;飛彈砲台
Button/Name/MissileTurretPassiveUpgraded;Spinning Dizzy;Турель-карусель;Wirbelnde Wilma;Vertiginosa;Dizzy la Giratoria;Dizzy la Toupie;Dizzy la Trottola;회전 화포;Zakręcona Dizzy;Atordoador Giratório;转转小子;旋轉迪奇
Button/Name/MohandarOmnislash;Shadow Fury;Ярость тени;Schattenrausch;Furia de las sombras;Furia sombría;Fureur de l’ombre;Furia dell'ombra;그림자 격노;Furia Cieni;Fúria Sombria;暗影之怒;暗影之怒
Button/Name/MohandarShadowClone;Shadow Clone;Теневой клон;Schattenklon;Clon sombrío;Clon sombrío;Clone d’ombre;Clone dell'Ombra;그림자 복제;Mroczny klon;Clone;暗影克隆;暗影分身
Button/Name/MohandarStickyBomb;Sticky Bomb;Бомба-липучка;Haftbombe;Bomba adhesiva;Bomba adhesiva;Bombe collante;Bomba Vischiosa;점착 폭탄;Lepka bomba;Bomba Grudenta;黏性炸弹;黏性炸彈
Button/Name/MonarchBlades;Monarch Blades;Королевские клинки;Monarchenklingen;Hojas de monarca;Cuchillas monárquicas;Lames souveraines;Lame colossali;군주 칼날;Królewskie ostrza;Lâminas Monárquicas;君王之刃;王者之刃
Button/Name/Monitor;Warp In Havoc | Warp in Havoc;Вызвать разрушитель | Вызвать разрушителя;Aggressor heranwarpen;Invocar caos;Transposicionar Caótico;Transférer un carnage;Evoca Atomizzatore;교란기 소환;Przyzwanie chaotyka | Przyzwij chaotyka;Transdobrar Devastador | Transdobrar Devastação;折跃浩劫;躍傳浩劫者
Button/Name/MonitorPassive;Havoc;Разрушитель;Aggressor;Caos;Caótico;Carnage;Atomizzatore;교란기;Chaotyk;Devastação;浩劫;浩劫者
Button/Name/MorphBackToRoboticsFacility;Transform to Robotics Facility;Преобразовать в завод робототехники;Zu Roboterfabrik transformieren;Transformar en instalación robótica;Transformar en Complejo de robótica;Transformer en complexe robotique;Trasforma in Fabbrica robotica;로봇공학 시설로 전환;Przekształć w zakład robotyki;Transformar em Central de Robótica;变形为机械台;轉換為機械製造廠
Button/Name/MorphBackToStargate;Transform to Stargate;Преобразовать в звездные врата;Zu Raumportal transformieren;Transformar en portal estelar;Transformar en Portal estelar;Transformer en porte spatiale;Trasforma in Portale stellare;우주관문으로 전환;Przekształć w gwiezdne wrota;Transformar em Portal Intergaláctico;变形为星门;轉換為星際之門
Button/Name/MorphBanelingToHunter;Morph Baneling to Hunter;Мутация гиблинга в охотника;Berstling zu Jägerling morphen;Mutar pesteling en cazador;Transformar Uetzi en Cazador;Transformer un chancre en chasseur;Trasforma Baneling in Cacciatore;맹독충을 사냥꾼으로 변태;Przekształć tępiciela w łowcę;Transmutar Tatu-bomba em Caçador;将爆虫变异为猎杀虫;將毒爆蟲變形為獵殺蟲
Button/Name/MorphBanelingToSplitterling;Morph Baneling to Splitterling;Мутация гиблинга в дроблинга;Berstling zu Splitterling morphen;Mutar pesteling en plagaling;Transformar Uetzi en Mitocito;Transformer un chancre en scissieux;Trasforma Baneling in Mitoside;맹독충을 쌍독충으로 변태;Przekształć tępiciela w rozszczepieńca;Transmutar Tatu-bomba em Mitosídeo;将爆虫变异为分裂虫;將毒爆蟲變形為分裂蟲
Button/Name/MorphHydraliskToHydraliskImpaler;Morph Hydralisk to Impaler;Мутация гидралиска в пронзателя;Hydralisk zu Pfähler morphen;Mutar hidralisco en empalador;Transformar Hidralisco en Empalador;Transformer un hydralisk en empaleur;Trasforma Idralisca in Trafiggitore;히드라리스크를 관통 촉수로 변태;Przekształć hydraliska w hydraliska przebijacza;Transmutar Hidralisca em Empalador;将刺蛇变异为穿刺者;將刺蛇變形為刺獸
Button/Name/MorphHydraliskToHydraliskLurker;Morph Hydralisk to Lurker;Мутация гидралиска в скрытня;Hydralisk zu Schleicher morphen;Mutar hidralisco en merodeador;Transformar Hidralisco en Acechador;Transformer un hydralisk en rôdeur;Trasforma Idralisca in Criptolisca;히드라리스크를 가시지옥으로 변태;Przekształć hydraliska w hydraliska czyhacza;Transmutar Hidralisca em Furtivo;将刺蛇变异为潜伏者;將刺蛇變形為遁地獸
Button/Name/MorphIsKerriganBrawler;Primal Focus;Истинная мощь;Kampfschwerpunkt Urzerg;Enfoque primigenio;Foco primigenio;Mode Primordial;Focalizzazione primordiale;원시 특성;Specjalizacja pierwotna;Foco Primevo;原始专精;原生專精
Button/Name/MorphIsKerriganCorruption;Corruption Focus;Порча;Kampfschwerpunkt Korrumpierung;Enfoque de corrupción;Foco de corrupción;Mode Corruption;Focalizzazione di corruzione;타락 특성;Specjalizacja skażenia;Foco em Corrupção;堕落专精;腐化專精
Button/Name/MorphIsKerriganNotFlyer;Swarm Focus;Мать Роя;Kampfschwerpunkt Schwarm;Enfoque de Enjambre;Foco de enjambre;Mode Essaim;Focalizzazione dello Sciame;군단 특성;Specjalizacja roju;Foco em Enxame;虫群专精;蟲群專精
